age,cohort,model_prop_f,model_prop_m
17,1992.0,0.5140845070422535,0.19964664310954064
18,1992.0,0.6183745583038869,0.31268882175226587
19,1992.0,0.6899641577060932,0.0
20,1992.0,0.7535971223021583,0.0
21,1992.0,0.7992766726943942,0.0
22,1992.0,0.8605072463768116,0.0
23,1992.0,0.8947368421052632,0.0
24,1992.0,0.9287020109689214,0.0
25,1992.0,0.9500924214417745,0.0
26,1992.0,0.9589552238805971,0.0
27,1992.0,0.9661654135338346,0.0
28,1992.0,0.9829545454545454,0.0
29,1992.0,0.9828571428571429,0.0
30,1992.0,0.9903846153846154,0.0
12,1993.0,0.04173913043478261,0.0
13,1993.0,0.08027923211169284,0.0016420361247947454
14,1993.0,0.16433566433566432,0.006611570247933884
15,1993.0,0.2478031634446397,0.023255813953488372
16,1993.0,0.37279151943462896,0.058333333333333334
17,1993.0,0.5239786856127886,0.19306184012066366
18,1993.0,0.6236559139784946,0.0
19,1993.0,0.7032374100719424,0.0
20,1993.0,0.7689530685920578,0.0
21,1993.0,0.8348457350272233,0.0
22,1993.0,0.8868613138686131,0.0
23,1993.0,0.9137614678899083,0.0
24,1993.0,0.948051948051948,0.0
25,1993.0,0.9738805970149254,0.0
26,1993.0,0.9849624060150376,0.0
27,1993.0,0.9904761904761905,0.0
28,1993.0,0.9923518164435946,0.0
29,1993.0,0.9941972920696325,0.0
30,1993.0,0.9980506822612085,0.0
12,1994.0,0.03486529318541997,0.0
13,1994.0,0.08888888888888889,0.0017271157167530224
14,1994.0,0.151033386327504,0.010471204188481676
15,1994.0,0.22435897435897437,0.019230769230769232
16,1994.0,0.36977491961414793,0.049475262368815595
17,1994.0,0.5307443365695793,0.0
18,1994.0,0.6130081300813008,0.0
19,1994.0,0.7056910569105691,0.0
20,1994.0,0.7828947368421053,0.0
21,1994.0,0.8275862068965517,0.0
22,1994.0,0.8925619834710744,0.0
23,1994.0,0.9368770764119602,0.0
24,1994.0,0.9533333333333334,0.0
25,1994.0,0.9697986577181208,0.0
26,1994.0,0.9764309764309764,0.0
27,1994.0,0.9796610169491525,0.0
28,1994.0,0.9863247863247864,0.0
29,1994.0,0.9913941480206541,0.0
30,1994.0,0.9982578397212544,0.0
12,1995.0,0.05287713841368585,0.005
13,1995.0,0.10172143974960876,0.008361204013377926
14,1995.0,0.17823343848580442,0.01507537688442211
15,1995.0,0.2669826224328594,0.013432835820895522
16,1995.0,0.39268680445151033,0.0
17,1995.0,0.5215311004784688,0.0
18,1995.0,0.5922953451043339,0.0
19,1995.0,0.6865912762520194,0.0
20,1995.0,0.7678571428571429,0.0
21,1995.0,0.826797385620915,0.0
